Week,Site,Individual,Nail_Num,Species,Date,Phenology_Stage,Height,Perc_Green,Notes
9,RA03,8,F8 top,PHLO,6/3/2022,11,1.1,60,"realized the confusion with which forb I was tracking, started tracking both the one on top and bottom here. Top forb not in great shape"
9,RA03,9,9.1,HECO,6/3/2022,7,10.4,60,maybe 8
9,RA03,9,F9,ANsp,6/3/2022,8,2.5,80,maybe 8
9,RA03,9,9.2,POSE,6/3/2022,10,2,25,"very close to 12, seed green but most else brown"
9,RA03,10,10.1,POFE,6/3/2022,10,10.3,45,"approaching 12, seeds and shoots mostly brown and pale"
9,RA03,10,10.2,POSE,6/3/2022,10,2.4,75,
9,RA03,10,F10,PHHO,6/3/2022,5,0.5,25,5 or 11
9,RA05,1,1.1,ELEL,6/2/2022,5,4.7,35,
9,RA05,1,1.2,POSE,6/2/2022,10,2.4,55,approaching 12
9,RA05,1,F1.2,PHHO,6/2/2022,11,0.5,20,maybe 11 and starting to senesce
9,RA05,2,2.1,ELEL,6/2/2022,5,5.7,65,
9,RA05,2,2.2,POSE,6/2/2022,10,2.3,70,
9,RA05,2,F2,PHHO,6/2/2022,12,0.4,45,
9,RA05,3,3.1,POSE,6/2/2022,10,2.4,55,approaching 12
9,RA05,3,3.2,POSE,6/2/2022,10,1.8,40,approaching 12
9,RA05,3,F3,EROV,6/2/2022,9,0.4,80,maybe 10
9,RA05,4,4.3,ELEL,6/2/2022,8,6.3,70,likely an 8
9,RA05,4,4.2,POSE,6/2/2022,10,1.6,45,approaching 12
9,RA05,4,F4,PHHO,6/2/2022,12,0.3,75,
9,RA05,5,5.1,POSE,6/2/2022,10,2.3,65,
9,RA05,5,5.2,POSE,6/2/2022,10,2.2,60,
9,RA05,5,F5,PHHO,6/2/2022,12,0.4,85,
9,RA05,6,6.1,HECO,6/2/2022,8,8.2,75,
9,RA05,6,6.2,POSE,6/2/2022,10,2.3,65,
9,RA05,6,F6,PHHO,6/2/2022,12,0.3,65,
9,RA05,7,7.1,POSE,6/2/2022,10,2.4,60,
9,RA05,7,7.2,POSE,6/2/2022,10,2.2,70,
9,RA05,7,F7,PELA,6/2/2022,5,0.8,85,
9,RA05,8,8.1,ELEL,6/2/2022,8,7.1,75,
9,RA05,8,8.2,POSE,6/2/2022,10,1.5,45,approaching 12
9,RA05,8,F8,PHHO,6/2/2022,10,0.5,35,
9,RA05,9,9.1,HECO,6/2/2022,8,8.1,65,
9,RA05,9,9.2,POSE,6/2/2022,10,1.7,25,nearly 12
9,RA05,9,F9,PELA,6/2/2022,5,1.3,85,
9,RA05,10,10.1,HECO,6/2/2022,8,7.1,80,likely 8
9,RA05,10,10.2,POSE,6/2/2022,12,1.9,15,tiny bit of green in seeds but overwhelmingly brown
9,RA05,10,F10,PELA,6/2/2022,5,1.4,90,
9,RA07,1,1.1,HECO,6/1/2022,8,5.8,80,"* 1.1 ACHY was grazed. Many grasses in area, mostly ACHY / HECO, are grazed. Switched 1.1 nail to mostly untouched ACHY ~1.5m away"
9,RA07,1,1.2,POSE,6/1/2022,11,2.5,60,"maybe 11, no shoots and less green"
9,RA07,1,F1,ANDI,6/1/2022,8,0.6,90,"one bud, maybe 11, bud doesn't look great"
9,RA07,2,2.1,POSE,6/1/2022,11,2.2,70,single seed all pale
9,RA07,2,F2,ERCA,6/1/2022,10,0.4,80,"nearly 12, red flowers ending"
9,RA07,2,2.2,POSE,6/1/2022,11,0.2,5,would be 13 if had seeded. Nearly 14
9,RA07,3,3.2,POSE,6/1/2022,10,2.9,85,
9,RA07,3,3.1,POSE,6/1/2022,10,2.7,80,
9,RA07,3,F3,ERCA,6/1/2022,5,0.3,80,
9,RA07,4,4.2,POSE,6/1/2022,9,3.4,85,
9,RA07,4,4.1,POSE,6/1/2022,10,2.4,70,
9,RA07,4,F4,ERCA,6/1/2022,10,0.3,80,"yellow flowers just starting, red buds"
9,RA07,5,5.2,POSE,6/1/2022,10,2.8,60,most green from shoots
9,RA07,5,5.1,POSE,6/1/2022,9,2.6,70,most green from shoots
9,RA07,5,F5,ERHO,6/1/2022,5,0.3,90,"maybe 7, one bit of taller growth but not bud-looking"
9,RA07,6,6.1.2,HECO,6/1/2022,8,8.2,70,"* 6.1 ACHY was grazed. Many grasses in area, mostly ACHY / HECO, are grazed. Switched 6.1 nail to mostly untouched ACHY ~2m away"
9,RA07,6,6.2,POSE,6/1/2022,10,2.6,75,
9,RA07,6,F6,PHHO,6/1/2022,10,0.5,55,a few full flowers left
9,RA07,7,7.1,HECO,6/1/2022,8,9.1,55,"* 7.1 ACHY was grazed. Many grasses in area, mostly ACHY / HECO, are grazed. Switched 7.1 nail to mostly untouched ACHY ~5m away"
9,RA07,7,7.2,POSE,6/1/2022,10,3.5,80,
9,RA07,7,F7,ALDE,6/1/2022,10,3,70,nearly 12 but some yellow flowers left
9,RA07,8,8.1,HECO,6/1/2022,8,9.1,55,"* 8.1 ACHY was grazed. Many grasses in area, mostly ACHY / HECO, are grazed. Switched 8.1 nail to mostly untouched ACHY ~1.5m away"
9,RA07,8,8.2,POSE,6/1/2022,8,1.9,70,"maybe 11, one shoot but looks purple"
9,RA07,8,F8,PHHO,6/1/2022,10,0.3,90,"*moved F8 to phlox right next to original, concerned that I was tracking a shrub initially"
9,RA07,9,9.1,HECO,6/1/2022,7,4,80,single shoot seems pale
9,RA07,9,9.2,POSE,6/1/2022,10,2.6,75,
9,RA07,9,F9.2,ALDE,6/1/2022,12,2.6,5,one slight bit of yellow flower but barely any green
9,RA07,10,10.2,POSE,6/1/2022,10,2.5,75,
9,RA07,10,10.1,POSE,6/1/2022,10,2.4,70,
9,RA07,10,F10,PHHO,6/1/2022,12,0.4,85,all flowers shriveled
9,RA17,1,1.1,ELsp,6/2/2022,8,11.8,80,very unsure sp.
9,RA17,1,1.2,HECO,6/2/2022,8,7.9,80,
9,RA17,1,1,BOGR,6/2/2022,3,2.2,45,
9,RA17,1,F1,CRsp,6/2/2022,8,0.6,95,"maybe 12? Bigger than 2&3 w/ maybe buds, no flower"
9,RA17,2,2.1,HECO,6/2/2022,8,10.2,70,
9,RA17,2,2.2,HECO,6/2/2022,8,7.4,75,
9,RA17,2,2,BOGR,6/2/2022,3,1.8,30,
9,RA17,2,F2,CRsp,6/2/2022,10,0.4,95,
9,RA17,3,3.2,HECO,6/2/2022,8,9.6,70,
9,RA17,3,3.1,HECO,6/2/2022,8,8.8,75,
9,RA17,3,3,BOGR,6/2/2022,3,2.4,45,
9,RA17,3,F3,CRsp,6/2/2022,10,0.4,95,
9,RA17,4,4.2,HECO,6/2/2022,8,7.9,85,
9,RA17,4,4.1,HECO,6/2/2022,8,7.5,70,
9,RA17,4,F4,ALDE,6/2/2022,10,5,55,
9,RA17,4,4,BOGR,6/2/2022,3,2.3,55,
9,RA17,5,5.1,HECO,6/2/2022,7,12.1,80,likely an 8
9,RA17,5,5.2,HECO,6/2/2022,8,6.8,80,
9,RA17,5,F5,CYAC,6/2/2022,12,2.1,85,"flower not looking great, likely done"
9,RA17,5,5,BOGR,6/2/2022,3,2,25,
9,RA17,6,6.1,HECO,6/2/2022,8,13.2,85,
9,RA17,6,6.2,HECO,6/2/2022,8,7.3,85,
9,RA17,6,6,BOGR,6/2/2022,3,2.2,40,
9,RA17,7,7.1,HECO,6/2/2022,8,17,75,"close to 9, others in area are 9"
9,RA17,7,7.2,HECO,6/2/2022,9,6.2,85,can just barely see seeds from shoot
9,RA17,7,F7,CRsp,6/2/2022,10,3.2,95,"quickly approaching 12, some shoots fell off"
9,RA17,7,7,BOGR,6/2/2022,3,2.1,45,
9,RA17,8,8.1,HECO,6/2/2022,8,12.2,70,"close to 9, others in area are 9"
9,RA17,8,8.2,HECO,6/2/2022,8,8,90,
9,RA17,8,F8,LIRU,6/2/2022,10,2.9,90,"either 9 or 10, almost 12, check last week"
9,RA17,8,8,BOGR,6/2/2022,3,2.3,45,
9,RA17,9,9.1,ACHY,6/2/2022,8,14,90,
9,RA17,9,9.2,HECO,6/2/2022,8,9.8,85,very unsure sp.
9,RA17,9,9,BOGR,6/2/2022,3,1.9,35,
9,RA17,10,10.1,HECO,6/2/2022,8,13.6,75,
9,RA17,10,10.2,HECO,6/2/2022,8,6.3,75,
9,RA17,10,F10,CRsp,6/2/2022,10,2.4,95,maybe 9 if first flowers
9,RA17,10,10,BOGR,6/2/2022,3,1.7,30,
9,RA18,1,1.1,HECO,6/3/2022,5,6.5,55,
9,RA18,1,1.2,POSE,6/3/2022,10,2.6,65,
9,RA18,1,1,BOGR,6/3/2022,3,1.3,35,
9,RA18,1,F1,ERHO,6/3/2022,5,0.3,20,
9,RA18,2,2.1,HECO,6/3/2022,8,6.5,70,
9,RA18,2,2.2,POSE,6/3/2022,10,2.5,70,
9,RA18,2,2,BOGR,6/3/2022,3,1.2,45,
9,RA18,2,F2,ERHO,6/3/2022,8,0.2,20,"maybe 8, some long growths"
9,RA18,3,3.1,HECO,6/3/2022,8,8.1,75,other ACHY in area (larger ones) have been grazed. This one & POSE were not
9,RA18,3,3.2,POSE,6/3/2022,11,2.7,70,"maybe 5, no sign of shoots, ungrazed"
9,RA18,3,3,BOGR,6/3/2022,3,1.5,35,some tips getting purple
9,RA18,3,F3.2,PHHO,6/3/2022,12,0.3,60,
9,RA18,4,4.1,HECO,6/3/2022,8,7.6,85,"*4.1 grazed, moved nail to smaller ACHY about 1m away"
9,RA18,4,4.2,POSE,6/3/2022,10,2.1,65,
9,RA18,4,4,BOGR,6/3/2022,3,1,25,
9,RA18,4,F4,PHHO,6/3/2022,12,0.5,60,
9,RA18,5,5.1,HECO,6/3/2022,8,8.3,85,
9,RA18,5,5.2,POSE,6/3/2022,10,2.5,70,getting paler
9,RA18,5,5,BOGR,6/3/2022,3,1.5,45,
9,RA18,5,F5,LERE,6/3/2022,8,1.2,85,maybe 7
9,RA18,6,6.1,HECO,6/3/2022,8,9.4,20,very little green
9,RA18,6,6.2,POSE,6/3/2022,5,3.1,80,maybe 11 but still pretty green
9,RA18,6,F6,ASPU,6/3/2022,10,2,90,"very close to 12, one open flower left"
9,RA18,6,6,BOGR,6/3/2022,3,1.6,30,
9,RA18,7,7.1,HECO,6/3/2022,8,8.5,70,
9,RA18,7,7,BOGR,6/3/2022,3,2,30,
9,RA18,7,7.2,POSE,6/3/2022,11,1.9,55,"no shoots, has lost a lot of color"
9,RA18,7,F7,PHHO,6/3/2022,12,0.4,60,
9,RA18,8,8.1,HECO,6/3/2022,8,8.8,55,
9,RA18,8,F8,ALDE,6/3/2022,10,5,30,flowers still strong but not much green
9,RA18,8,8.2,POSE,6/3/2022,11,2,65,
9,RA18,8,8,BOGR,6/3/2022,3,1.7,60,nearly a 4
9,RA18,9,9.1,ELsp,6/3/2022,8,19,65,
9,RA18,9,9.2,POSE,6/3/2022,10,2.3,45,approaching 12
9,RA18,9,9,BOGR,6/3/2022,3,1.6,20,
9,RA18,9,F9,ERHO,6/3/2022,11,0.2,95,
9,RA18,10,10.1,HECO,6/3/2022,8,7.2,85,
9,RA18,10,10.2,POSE,6/3/2022,11,2.2,45,"leaves some green, seeds all brown"
9,RA18,10,10,BOGR,6/3/2022,3,1.7,40,
9,RA18,10,F10,LERE,6/3/2022,8,0.9,5,almost all buds
9,RA22,1,1.1,HECO,6/3/2022,8,6.1,75,
9,RA22,1,1.2,POSE,6/3/2022,10,2.3,85,
9,RA22,1,1,BOGR,6/3/2022,3,1,20,
9,RA22,1,F1,PHHO,6/3/2022,11,0.3,90,maybe 11 but one little white old flower?
9,RA22,2,2.2,HECO,6/3/2022,8,4,80,*2.2 looks partially grazed. Moved to similar individual about 18 inches away. Originally non-POSE between 2 POSE
9,RA22,2,2.1,HECO,6/3/2022,8,3.3,80,
9,RA22,2,F2,LERE,6/3/2022,7,1.1,50,
9,RA22,2,2,BOGR,6/3/2022,3,0.8,25,POSE and bitterroot mixed in
9,RA22,3,3.1,HECO,6/3/2022,8,4.3,80,
9,RA22,3,3.2,POSE,6/3/2022,10,2.3,65,"few leaves, long stem"
9,RA22,3,3,BOGR,6/3/2022,3,0.9,50,
9,RA22,3,F3,PHHO,6/3/2022,10,0.4,80,nearly 12
9,RA22,4,4.1,HECO,6/3/2022,8,6.3,80,
9,RA22,4,4.2,POSE,6/3/2022,10,2.1,70,
9,RA22,4,4,BOGR,6/3/2022,3,1.3,45,
9,RA22,4,F4,PHHO,6/3/2022,10,0.6,90,
9,RA22,5,5.1,HECO,6/3/2022,5,3.2,80,
9,RA22,5,5.2,POSE,6/3/2022,10,1.7,70,
9,RA22,5,5,BOGR,6/3/2022,3,1,40,
9,RA22,5,F5,PHHO,6/3/2022,10,0.3,80,"almost 12, 1 last flower"
9,RA22,6,6.1,HECO,6/3/2022,11,5.2,70,
9,RA22,6,6.2,POSE,6/3/2022,10,2.2,75,
9,RA22,6,6,BOGR,6/3/2022,3,1,50,
9,RA22,6,F6,PHHO,6/3/2022,12,0.3,85,
9,RA22,7,7.1,HECO,6/3/2022,7,5.8,80,likely an 8
9,RA22,7,7.2,POSE,6/3/2022,10,1.9,70,shoots starting to pale
9,RA22,7,7,BOGR,6/3/2022,3,0.8,20,
9,RA22,7,F7,PHHO,6/3/2022,9,0.4,70,"almost 12, 1 last flower"
9,RA22,8,8.1,POFE,6/3/2022,10,3.8,80,"one small shoot w/ seed, leaves don't look POSE"
9,RA22,8,8.2,POSE,6/3/2022,10,1.9,70,"green leaves, purple shoots"
9,RA22,8,F8,EROV,6/3/2022,10,1.6,85,maybe 8 or 10 (depends last week & flowers) (originally listed as 9)
9,RA22,8,8,BOGR,6/3/2022,3,1,60,
9,RA22,9,9.1,HECO,6/3/2022,7,3.3,75,7 if not last week
9,RA22,9,9.2,POSE,6/3/2022,11,2,65,"shoot fully purple, no seed"
9,RA22,9,9,BOGR,6/3/2022,3,0.6,25,
9,RA22,9,F9,STAC,6/3/2022,11,0.4,30,"no buds, very little growth"
9,RA22,10,10.1,HECO,6/3/2022,7,4.4,70,maybe 8
9,RA22,10,10.2.2,POSE,6/3/2022,10,2.1,75,
9,RA22,10,10,BOGR,6/3/2022,3,1,25,
9,RA22,10,F10,PHHO,6/3/2022,11,0.2,65,maybe 5 but no sign of reproduction
9,RA23,1,1.1,HECO,6/1/2022,8,7.3,70,
9,RA23,1,F1,ALDE,6/1/2022,13,3,5,"maybe 12, barely any color"
9,RA23,1,1.2,POSE,6/1/2022,10,2.4,35,"barely not a 12, looks more yellow than anything"
9,RA23,1,1,BOGR,6/1/2022,3,1.2,40,
9,RA23,2,2.1,HECO,6/1/2022,7,6.8,80,one little shoot
9,RA23,2,2.2,POSE,6/1/2022,10,2.7,60,"approaching 12, much turning purple"
9,RA23,2,2,BOGR,6/1/2022,3,1.4,30,
9,RA23,2,F2,PHHO,6/1/2022,12,0.4,80,all flowers shriveled
9,RA23,3,3.1,HECO,6/1/2022,7,10.5,70,"maybe a 5, some potential shoot just starting"
9,RA23,3,3.2,POSE,6/1/2022,10,2.2,75,seeds starting to get paler
9,RA23,3,F3,ALDE,6/1/2022,10,2.1,80,"some yellow just starting, others around still 10"
9,RA23,3,3,BOGR,6/1/2022,3,1.3,40,
9,RA23,4,4.1,HECO,6/1/2022,5,5.5,65,potential shoots just plant next door
9,RA23,4,4.2,HECO,6/1/2022,7,4.3,80,maybe same sp. As 4.1
9,RA23,4,F4,CRsp,6/1/2022,10,1.4,95,
9,RA23,4,4,BOGR,6/1/2022,3,0.6,20,
9,RA23,5,5.1,HECO,6/1/2022,8,9.7,70,
9,RA23,5,5.2,POSE,6/1/2022,10,2.2,70,"leaves green, seeds mostly brown"
9,RA23,5,F5,ALDE,6/1/2022,12,2.2,30,flowers shriveling or gone
9,RA23,5,5,BOGR,6/1/2022,3,0.7,55,
9,RA23,6,6.1,HECO,6/1/2022,8,7.3,70,
9,RA23,6,F6,ALDE,6/1/2022,13,3,15,"no flowers, barely any color"
9,RA23,6,6.2,POSE,6/1/2022,10,2.3,70,
9,RA23,6,6,BOGR,6/1/2022,3,1.1,55,
9,RA23,7,7.1,HECO,6/1/2022,8,9.1,70,
9,RA23,7,7.2,POSE,6/1/2022,10,2.3,80,
9,RA23,7,7,BOGR,6/1/2022,3,1,25,
9,RA23,7,F7,PHHO,6/1/2022,12,0.4,90,
9,RA23,8,8.1,HECO,6/1/2022,8,8.1,70,
9,RA23,8,8.2,HECO,6/1/2022,8,7,55,fewer shoots than HECO next door
9,RA23,8,F8,ALDE,6/1/2022,12,2.4,35,"no yellow flowers, maybe 13"
9,RA23,8,8,BOGR,6/1/2022,3,1.3,40,
9,RA23,9,9.1,HECO,6/1/2022,8,6.3,70,likely an 8
9,RA23,9,9.2,POSE,6/1/2022,10,2.5,45,approaching 12
9,RA23,9,F9,BOsp,6/1/2022,8,2.1,70,many buds
9,RA23,9,9,BOGR,6/1/2022,3,1,40,
9,RA23,10,10.1,ACHY,6/1/2022,8,15.9,65,
9,RA23,10,10.2,POSE,6/1/2022,10,4.2,80,
9,RA23,10,10,BOGR,6/1/2022,3,1.5,35,
9,RA23,10,F10,PHHO,6/1/2022,12,0.4,70,
9,RA29B,1,1.1,ACsp,6/3/2022,10,7.2,75,has full seeds
9,RA29B,1,1.2,POSE,6/3/2022,5,2.3,80,no shoots but still green
9,RA29B,1,F1,ERCA,6/3/2022,11,0.6,95,
9,RA29B,2,2.2,POSE,6/3/2022,10,3.2,50,approaching 12
9,RA29B,2,2.1,POSE,6/3/2022,10,2.9,45,"almost 12, still green in seed"
9,RA29B,2,F2,ERHO,6/3/2022,8,0.3,60,"maybe 8, some tall growth but maybe buds?"
9,RA29B,3,3.1,ELEL,6/3/2022,7,7.3,75,likely 8
9,RA29B,3,3.2,POSE,6/3/2022,10,2.2,70,"tall seeds, most green in shoots"
9,RA29B,3,F3,STAC,6/3/2022,10,0.9,70,others next to are 9
9,RA29B,4,4.1,ELEL,6/3/2022,8,12.1,80,
9,RA29B,4,4.2,POSE,6/3/2022,5,2.5,85,no shoots but still green
9,RA29B,4,F4,STAC,6/3/2022,10,0.8,50,
9,RA29B,5,5.1,ACHY,6/3/2022,7,10.9,55,very spindly but w/ shoot now
9,RA29B,5,5.2,POSE,6/3/2022,9,2.7,65,shoots getting more purple
9,RA29B,5,F5,PHHO,6/3/2022,10,0.4,90,"nearly a 12, 3 open flowers"
9,RA29B,6,6.1,HECO,6/3/2022,7,11.1,65,"* 6.1 half grazed, not much else in area seems to have been eaten. Moved 6.1 nail to ACHY about 1m away (smaller than original)"
9,RA29B,6,6.2,POSE,6/3/2022,9,2.4,75,tiny seed on tiny shoot
9,RA29B,6,F6,PHHO,6/3/2022,10,0.3,70,approaching 12
9,RA29B,7,7.1,POFE,6/3/2022,10,5.2,80,"leaves green, shoots turning purple"
9,RA29B,7,7.2,POSE,6/3/2022,10,2.4,85,
9,RA29B,7,F7,STAC,6/3/2022,9,0.8,70,
9,RA29B,8,8.1.2,POFE,6/3/2022,10,9.9,80,"* 8.1 lightly grazed, moved nail to individual immediately adjacent. One other nearby grass looks about grazed"
9,RA29B,8,F8,LOsp,6/3/2022,5,3.2,95,
9,RA29B,8,8.2,POSE,6/3/2022,9,2.5,70,shoots turning purple
9,RA29B,9,9.3,ELEL,6/3/2022,8,11.7,60,
9,RA29B,9,9.1,ACsp,6/3/2022,7,10.8,85,
9,RA29B,9,9.2.2,POSE,6/3/2022,10,3,80,"* POSE 9.2 lightly grazed, moved nail to POSE 6 inches away"
9,RA29B,9,F9,PHLO,6/3/2022,9,1.8,70,
9,RA29B,10,10.1,POFE,6/3/2022,10,6.1,75,
9,RA29B,10,10.2,POSE,6/3/2022,11,2.4,55,no shoot and losing color
9,RA29B,10,F10,PHHO,6/3/2022,10,0.5,95,
10,RA03,1,1.1,HECO,6/11/2022,9,13.5,85,seed barely visible
10,RA03,1,1.2,POSE,6/11/2022,11,3.1,65,shoot all brown
10,RA03,1,F1,ANsp,6/11/2022,10,1,85,
10,RA03,2,2.2,HECO,6/11/2022,8,10.4,65,nearly 9
10,RA03,2,2.1,HECO,6/11/2022,8,8.8,80,nearly 9
10,RA03,2,F2,PHHO,6/11/2022,12,0.4,95,
10,RA03,3,3.1,POFE,6/11/2022,10,9.5,60,~1/4 seeds not brown
10,RA03,3,3.2,POSE,6/11/2022,11,2.2,55,
10,RA03,3,F3,ANsp,6/11/2022,10,1,65,
10,RA03,4,4.1.2,ELEL,6/11/2022,9,7.7,80,seeds barely visible
10,RA03,4,4.2,POSE,6/11/2022,10,2.1,25,"should be 12, only seed and some leaves green"
10,RA03,4,F4,LERE,6/11/2022,8,2.1,5,
10,RA03,5,5.1,POFE,6/11/2022,10,9.3,55,"should be 12, only 1 seed not brown"
10,RA03,5,5.2,POFE,6/11/2022,12,4.8,70,
10,RA03,5,F5,PHHO,6/11/2022,12,0.4,55,
10,RA03,6,6.1,ELEL,6/11/2022,9,6.5,40,~1/5 shoots shows seed
10,RA03,6,6.2,POSE,6/11/2022,10,2.7,70,approaching 12
10,RA03,6,F6,ERCA,6/11/2022,10,0.5,75,
10,RA03,7,7.1,ELEL,6/11/2022,9,8.1,65,
10,RA03,7,7.2,POSE,6/11/2022,11,1.9,35,"no seed, shoot all brown"
10,RA03,7,F7,LERE,6/11/2022,8,0.7,0,
10,RA03,8,8.1,POFE,6/11/2022,12,8.2,65,all seeds brown
10,RA03,8,8.2,POSE,6/11/2022,10,2.4,75,
10,RA03,8,F8 top,PHLO,6/11/2022,11,1.2,70,this looks done but others in area are 9/10
10,RA03,8,F8 bottom,ANDI,6/11/2022,10,0.7,80,maybe 8
10,RA03,9,9.1,HECO,6/11/2022,9,9.2,75,
10,RA03,9,9.2,POSE,6/11/2022,10,2.9,20,"should be 12, only seed and some leaves green"
10,RA03,9,F9,ANsp,6/11/2022,9,2,85,"maybe 8/9, lots of red flowers / buds"
10,RA03,10,10.1,POFE,6/11/2022,10,8.7,70,seeds 90% brown
10,RA03,10,10.2,POSE,6/11/2022,10,3.1,70,
10,RA03,10,F10,PHHO,6/11/2022,11,0.6,15,some green turning brown
10,RA05,1,1.1,ELEL,6/10/2022,5,4.2,40,
10,RA05,1,1.2,POSE,6/10/2022,10,2.3,55,approaching 12
10,RA05,1,F1.2,PHHO,6/10/2022,11,0.4,15,maybe 12
10,RA05,2,2.1,ELEL,6/10/2022,7,7.7,70,
10,RA05,2,2.2,POSE,6/10/2022,10,2.3,80,
10,RA05,2,F2,PHHO,6/10/2022,12,0.4,45,some green turning brown
10,RA05,3,3.1,POSE,6/10/2022,10,2.2,35,close to 12
10,RA05,3,3.2,POSE,6/10/2022,10,1.8,25,very nearly 12
10,RA05,3,F3,EROV,6/10/2022,10,0.5,75,
10,RA05,4,4.3,ELEL,6/10/2022,8,7.2,70,
10,RA05,4,4.2,POSE,6/10/2022,12,1.5,30,barely any green in seeds
10,RA05,4,F4,PHHO,6/10/2022,12,0.3,75,
10,RA05,5,5.2,POSE,6/10/2022,10,2.3,40,
10,RA05,5,5.1,POSE,6/10/2022,10,2.1,50,nearly 12
10,RA05,5,F5,PHHO,6/10/2022,12,0.3,85,
10,RA05,6,6.1,HECO,6/10/2022,9,8.2,80,
10,RA05,6,6.2,POSE,6/10/2022,10,1.9,40,nearly 12
10,RA05,6,F6,PHHO,6/10/2022,12,0.3,65,
10,RA05,7,7.1,POSE,6/10/2022,10,2.4,70,
10,RA05,7,7.2,POSE,6/10/2022,10,2.3,75,
10,RA05,7,F7,PELA,6/10/2022,5,1,90,
10,RA05,8,8.1,ELEL,6/10/2022,9,7,75,
10,RA05,8,8.2,POSE,6/10/2022,10,1.5,50,nearly 12
10,RA05,8,F8,PHHO,6/10/2022,12,0.3,30,
10,RA05,9,9.1,HECO,6/10/2022,9,8.2,70,
10,RA05,9,9.2,POSE,6/10/2022,10,2,35,POFE? 1 nice seed
10,RA05,9,F9,PELA,6/10/2022,5,1.4,95,
10,RA05,10,10.2,POSE,6/10/2022,12,1.8,80,"nearly 12 (Check what's going on with this, 9 makes no sense)"
10,RA05,10,10.1,HECO,6/10/2022,9,1.7,30,
10,RA05,10,F10,PELA,6/10/2022,7,1.3,95,
10,RA07,1,1.1,HECO,6/10/2022,9,8.4,90,
10,RA07,1,1.2,POSE,6/10/2022,11,2.2,40,
10,RA07,1,F1,ANDI,6/10/2022,9,0.5,85,last 1 flower
10,RA07,2,2.1,POSE,6/10/2022,11,2.1,70,maybe an 11
10,RA07,2,F2,ERCA,6/10/2022,10,0.4,75,flowers starting to wilt
10,RA07,2,2.2,POSE,6/10/2022,11,0.2,5,close to 14
10,RA07,3,3.2,POSE,6/10/2022,10,3,75,
10,RA07,3,3.1,POSE,6/10/2022,10,2.5,75,
10,RA07,3,F3,ERCA,6/10/2022,5,0.4,85,
10,RA07,4,4.2,POSE,6/10/2022,10,3,75,approaching 12
10,RA07,4,4.1,POSE,6/10/2022,10,2.3,50,very close to 12
10,RA07,4,F4,ERCA,6/10/2022,10,0.5,60,yellow flower just starting
10,RA07,5,5.1,POSE,6/10/2022,10,3.1,55,
10,RA07,5,5.2,POSE,6/10/2022,10,2.7,45,close to 12
10,RA07,5,F5,ERHO,6/10/2022,5,0.3,40,
10,RA07,6,6.1.2,HECO,6/10/2022,8,9.8,65,potentially slightly grazed
10,RA07,6,6.2,POSE,6/10/2022,10,2.8,70,
10,RA07,6,F6,PHHO,6/10/2022,12,0.5,55,
10,RA07,7,7.1,HECO,6/10/2022,9,10.3,75,"*7.1 nail found dislodged, placed at nearest individual (leaving the same here)"
10,RA07,7,7.2.2,POSE,6/10/2022,10,2.8,80,*7.2 appears to have been grazed. Moved nail from POSE to smaller POSE < 1m away
10,RA07,7,F7,ALDE,6/10/2022,10,0.3,70,approaching 12
10,RA07,8,8.1.2,HECO,6/10/2022,9,10.2,75,"*8.1 HECO appears to be grazed, moved nail to smaller HECO 5m away"
10,RA07,8,8.2,POSE,6/10/2022,8,2,75,maybe 8
10,RA07,8,F8,PHHO,6/10/2022,12,0.3,90,
10,RA07,9,9.1,HECO,6/10/2022,8,4.8,80,small but nearly 9
10,RA07,9,9.2,POSE,6/10/2022,10,2.8,70,"approaching 12, maybe POFE?"
10,RA07,9,F9.2,ALDE,6/10/2022,13,2.5,5,maybe 12
10,RA07,10,10.2,POSE,6/10/2022,10,2.2,80,
10,RA07,10,10.1,POSE,6/10/2022,10,1.9,45,
10,RA07,10,F10,PHHO,6/10/2022,12,0.4,85,
10,RA17,1,1.1,ELsp,6/10/2022,8,9.8,85,
10,RA17,1,1.2,HECO,6/10/2022,9,6.8,75,
10,RA17,1,1,BOGR,6/10/2022,4,4,60,
10,RA17,1,F1,CRsp,6/10/2022,10,1.4,95,
10,RA17,2,2.1,HECO,6/10/2022,8,11.2,75,several broken shoots
10,RA17,2,2.2,HECO,6/10/2022,9,7.2,75,
10,RA17,2,2,BOGR,6/10/2022,4,2.3,40,
10,RA17,2,F2,CRsp,6/10/2022,10,0.7,95,
10,RA17,3,3.1,HECO,6/10/2022,8,10.9,75,
10,RA17,3,3.2,HECO,6/10/2022,9,7.7,70,
10,RA17,3,3,BOGR,6/10/2022,4,4.1,55,
10,RA17,3,F3,CRsp,6/10/2022,10,0.6,95,
10,RA17,4,4.2,HECO,6/10/2022,8,9.7,75,
10,RA17,4,4.1,HECO,6/10/2022,8,9.4,75,
10,RA17,4,F4,ALDE,6/10/2022,10,6,70,approaching 12
10,RA17,4,4,BOGR,6/10/2022,4,3.3,65,
10,RA17,5,5.1,HECO,6/10/2022,8,16.5,80,
10,RA17,5,5.2,HECO,6/10/2022,8,7.1,75,
10,RA17,5,5,BOGR,6/10/2022,4,3,45,
10,RA17,5,F5.2,CYAC,6/10/2022,5,1.3,95,* F5 disappeared? Unsure if grazed or died and shriveled. Small dry flower present. Switched individual to parsley 5m away
